image,class,width,height,xmin,ymin,xmax,ymax
frame_1362.jpg,133,76,hand,633,642,766,718
frame_1362.jpg,188,154,hand,719,416,907,570
frame_1362.jpg,128,173,hand,567,378,695,551
frame_1370.jpg,282,211,hand,254,503,536,714
frame_1370.jpg,148,84,hand,716,634,864,718
frame_1370.jpg,186,149,hand,686,412,872,561
frame_1370.jpg,146,166,hand,532,371,678,537
frame_1377.jpg,236,175,hand,228,539,464,714
frame_1377.jpg,158,83,hand,700,634,858,717
frame_1377.jpg,171,162,hand,646,402,817,564
frame_1377.jpg,125,177,hand,493,370,618,547
frame_1379.jpg,221,161,hand,251,531,472,692
frame_1379.jpg,150,82,hand,693,636,843,718
frame_1379.jpg,193,152,hand,634,404,827,556
frame_1379.jpg,136,160,hand,488,379,624,539
frame_1433.jpg,145,33,hand,357,683,502,716
frame_1433.jpg,173,156,hand,713,376,886,532
frame_1433.jpg,137,149,hand,505,346,642,495
frame_1444.jpg,200,59,hand,416,659,616,718
frame_1444.jpg,241,226,hand,724,487,965,713
frame_1444.jpg,201,128,hand,746,390,947,518
frame_1444.jpg,140,148,hand,530,350,670,498
frame_1470.jpg,195,54,hand,432,664,627,718
frame_1470.jpg,255,210,hand,742,507,997,717
frame_1470.jpg,162,161,hand,783,351,945,512
frame_1470.jpg,139,160,hand,536,325,675,485
frame_1475.jpg,241,92,hand,433,625,674,717
frame_1475.jpg,202,63,hand,824,654,1026,717
frame_1475.jpg,169,151,hand,775,344,944,495
frame_1475.jpg,140,157,hand,538,308,678,465
frame_1523.jpg,300,187,hand,325,531,625,718
frame_1523.jpg,243,105,hand,861,613,1104,718
frame_1523.jpg,175,150,hand,819,340,994,490
frame_1523.jpg,143,155,hand,579,297,722,452
frame_1536.jpg,270,232,hand,335,468,605,700
frame_1536.jpg,359,294,hand,538,362,897,656
frame_1536.jpg,180,156,hand,924,338,1104,494
frame_1536.jpg,148,121,hand,659,288,807,409
frame_1542.jpg,355,283,hand,271,435,626,718
frame_1542.jpg,370,257,hand,581,424,951,681
frame_1542.jpg,205,146,hand,905,361,1110,507
frame_1542.jpg,153,148,hand,659,285,812,433
frame_1577.jpg,341,251,hand,158,466,499,717
frame_1577.jpg,274,254,hand,620,452,894,706
frame_1577.jpg,201,153,hand,725,342,926,495
frame_1577.jpg,182,159,hand,526,324,708,483
frame_1613.jpg,208,120,hand,606,283,814,403
frame_1613.jpg,120,108,hand,509,276,629,384
frame_1697.jpg,138,32,hand,683,681,821,713
frame_1697.jpg,195,125,hand,642,328,837,453
frame_1697.jpg,153,130,hand,488,299,641,429
frame_1758.jpg,257,109,hand,525,609,782,718
frame_1758.jpg,185,105,hand,720,341,905,446
frame_1758.jpg,153,122,hand,551,314,704,436
frame_1761.jpg,259,150,hand,565,563,824,713
frame_1761.jpg,188,111,hand,721,349,909,460
frame_1761.jpg,163,122,hand,544,318,707,440
frame_1788.jpg,272,130,hand,523,584,795,714
frame_1788.jpg,185,119,hand,712,349,897,468
frame_1788.jpg,181,124,hand,539,316,720,440
frame_1804.jpg,232,209,hand,662,507,894,716
frame_1804.jpg,188,111,hand,707,371,895,482
frame_1804.jpg,159,114,hand,532,322,691,436
frame_1812.jpg,52,21,hand,341,693,393,714
frame_1812.jpg,260,118,hand,571,598,831,716
frame_1812.jpg,199,115,hand,695,359,894,474
frame_1812.jpg,156,121,hand,540,318,696,439
frame_1849.jpg,114,55,hand,247,663,361,718
frame_1849.jpg,262,181,hand,608,531,870,712
frame_1849.jpg,196,116,hand,769,341,965,457
frame_1849.jpg,153,128,hand,572,295,725,423
frame_1887.jpg,229,95,hand,554,623,783,718
frame_1887.jpg,179,120,hand,707,367,886,487
frame_1887.jpg,118,170,hand,436,353,554,523
frame_1914.jpg,206,202,hand,759,515,965,717
frame_1914.jpg,184,121,hand,713,373,897,494
frame_1914.jpg,117,203,hand,447,369,564,572
frame_1928.jpg,56,18,hand,612,700,668,718
frame_1928.jpg,175,107,hand,658,362,833,469
frame_1928.jpg,143,197,hand,499,362,642,559
frame_1930.jpg,33,14,hand,630,704,663,718
frame_1930.jpg,182,119,hand,617,363,799,482
frame_1930.jpg,170,168,hand,444,340,614,508
frame_1945.jpg,46,25,hand,684,692,730,717
frame_1945.jpg,176,107,hand,591,367,767,474
frame_1945.jpg,139,123,hand,440,284,579,407
frame_1999.jpg,44,13,hand,660,705,704,718
frame_1999.jpg,153,103,hand,613,362,766,465
frame_1999.jpg,154,132,hand,439,287,593,419
frame_2006.jpg,169,109,hand,581,365,750,474
frame_2006.jpg,159,131,hand,420,296,579,427
frame_2008.jpg,170,108,hand,583,361,753,469
frame_2008.jpg,160,129,hand,420,299,580,428
frame_2052.jpg,160,118,hand,621,408,781,526
frame_2052.jpg,160,124,hand,457,370,617,494
frame_2093.jpg,56,31,hand,659,687,715,718
frame_2093.jpg,179,115,hand,620,386,799,501
frame_2093.jpg,153,132,hand,451,325,604,457
frame_2208.jpg,179,117,hand,612,378,791,495
frame_2208.jpg,148,213,hand,374,388,522,601
frame_2230.jpg,90,37,hand,654,681,744,718
frame_2230.jpg,187,113,hand,583,351,770,464
frame_2230.jpg,153,242,hand,345,379,498,621
frame_2235.jpg,87,29,hand,653,688,740,717
frame_2235.jpg,185,107,hand,596,359,781,466
frame_2235.jpg,152,249,hand,342,370,494,619
frame_2265.jpg,177,111,hand,613,367,790,478
frame_2265.jpg,128,111,hand,397,259,525,370
frame_2333.jpg,192,102,hand,812,615,1004,717
frame_2333.jpg,180,120,hand,686,354,866,474
frame_2333.jpg,168,128,hand,515,305,683,433
frame_2334.jpg,178,95,hand,803,623,981,718
frame_2334.jpg,177,124,hand,679,340,856,464
frame_2334.jpg,165,129,hand,511,299,676,428
frame_2358.jpg,61,21,hand,680,696,741,717
frame_2358.jpg,183,115,hand,601,337,784,452
frame_2358.jpg,136,217,hand,341,330,477,547
frame_2362.jpg,51,14,hand,664,704,715,718
frame_2362.jpg,178,111,hand,600,345,778,456
frame_2362.jpg,138,223,hand,328,334,466,557
frame_2363.jpg,60,15,hand,660,702,720,717
frame_2363.jpg,178,113,hand,592,344,770,457
frame_2363.jpg,132,222,hand,328,330,460,552
frame_2366.jpg,49,15,hand,660,702,709,717
frame_2366.jpg,181,106,hand,592,347,773,453
frame_2366.jpg,166,184,hand,390,276,556,460
frame_2369.jpg,53,9,hand,660,709,713,718
frame_2369.jpg,142,115,hand,625,333,767,448
frame_2369.jpg,202,142,hand,443,270,645,412
frame_2426.jpg,154,56,hand,662,662,816,718
frame_2426.jpg,186,124,hand,596,316,782,440
frame_2426.jpg,178,112,hand,451,258,629,370
frame_2427.jpg,169,56,hand,662,662,831,718
frame_2427.jpg,189,118,hand,588,321,777,439
frame_2427.jpg,161,121,hand,453,255,614,376
frame_2429.jpg,55,25,hand,315,693,370,718
frame_2429.jpg,170,60,hand,667,658,837,718
frame_2429.jpg,184,115,hand,575,324,759,439
frame_2429.jpg,158,108,hand,447,267,605,375
frame_2443.jpg,68,41,hand,420,677,488,718
frame_2443.jpg,217,144,hand,616,574,833,718
frame_2443.jpg,195,117,hand,741,366,936,483
frame_2443.jpg,177,112,hand,596,295,773,407
frame_2491.jpg,216,148,hand,726,570,942,718
frame_2491.jpg,183,117,hand,631,340,814,457
frame_2491.jpg,173,118,hand,472,270,645,388
frame_2523.jpg,151,129,hand,606,332,757,461
frame_2523.jpg,172,239,hand,461,396,633,635
frame_2527.jpg,165,133,hand,596,329,761,462
frame_2527.jpg,172,224,hand,474,402,646,626
frame_2619.jpg,94,37,hand,646,681,740,718
frame_2619.jpg,146,128,hand,631,334,777,462
frame_2619.jpg,157,122,hand,435,237,592,359
frame_2666.jpg,98,32,hand,614,685,712,717
frame_2666.jpg,163,118,hand,618,338,781,456
frame_2666.jpg,159,120,hand,416,229,575,349
frame_2693.jpg,93,29,hand,579,689,672,718
frame_2693.jpg,177,108,hand,596,344,773,452
frame_2693.jpg,200,116,hand,443,274,643,390
frame_2699.jpg,85,26,hand,612,691,697,717
frame_2699.jpg,177,112,hand,606,349,783,461
frame_2699.jpg,184,120,hand,457,262,641,382
frame_0060.jpg,271,82,hand,219,637,490,719
frame_0060.jpg,383,205,hand,554,514,937,719
frame_0060.jpg,131,97,hand,529,277,660,374
frame_0060.jpg,107,101,hand,411,290,518,391
frame_0073.jpg,238,61,hand,218,658,456,719
frame_0073.jpg,336,174,hand,554,545,890,719
frame_0073.jpg,126,97,hand,541,285,667,382
frame_0073.jpg,117,102,hand,415,297,532,399
frame_0129.jpg,92,33,hand,397,686,489,719
frame_0129.jpg,331,295,hand,673,424,1004,719
frame_0129.jpg,131,100,hand,611,267,742,367
frame_0129.jpg,125,103,hand,475,261,600,364
frame_0134.jpg,104,31,hand,396,688,500,719
frame_0134.jpg,316,241,hand,638,478,954,719
frame_0134.jpg,128,106,hand,610,250,738,356
frame_0134.jpg,135,101,hand,464,251,599,352
frame_0141.jpg,124,68,hand,314,651,438,719
frame_0141.jpg,261,218,hand,616,498,877,716
frame_0141.jpg,128,101,hand,593,256,721,357
frame_0141.jpg,129,94,hand,456,260,585,354
frame_0145.jpg,129,83,hand,264,633,393,716
frame_0145.jpg,291,237,hand,617,482,908,719
frame_0145.jpg,130,98,hand,568,261,698,359
frame_0145.jpg,114,92,hand,438,267,552,359
frame_0174.jpg,169,57,hand,319,662,488,719
frame_0174.jpg,197,79,hand,641,640,838,719
frame_0174.jpg,128,100,hand,550,268,678,368
frame_0174.jpg,141,95,hand,404,282,545,377
frame_0183.jpg,151,86,hand,294,633,445,719
frame_0183.jpg,204,100,hand,627,619,831,719
frame_0183.jpg,118,96,hand,552,264,670,360
frame_0183.jpg,128,97,hand,397,271,525,368
frame_0199.jpg,255,127,hand,240,592,495,719
frame_0199.jpg,281,153,hand,535,566,816,719
frame_0199.jpg,136,96,hand,520,218,656,314
frame_0199.jpg,135,98,hand,358,247,493,345
frame_0209.jpg,263,152,hand,222,567,485,719
frame_0209.jpg,310,180,hand,513,538,823,718
frame_0209.jpg,141,137,hand,522,268,663,405
frame_0209.jpg,128,96,hand,340,228,468,324
frame_0211.jpg,274,142,hand,216,577,490,719
frame_0211.jpg,311,186,hand,513,533,824,719
frame_0211.jpg,144,171,hand,511,267,655,438
frame_0211.jpg,130,91,hand,333,226,463,317
frame_0245.jpg,82,58,hand,304,661,386,719
frame_0245.jpg,237,216,hand,617,502,854,718
frame_0245.jpg,130,103,hand,525,306,655,409
frame_0245.jpg,114,110,hand,378,311,492,421
frame_0247.jpg,89,72,hand,286,647,375,719
frame_0247.jpg,224,210,hand,592,509,816,719
frame_0247.jpg,128,95,hand,518,304,646,399
frame_0247.jpg,122,104,hand,371,309,493,413
frame_0266.jpg,93,50,hand,300,669,393,719
frame_0266.jpg,313,203,hand,577,516,890,719
frame_0266.jpg,127,99,hand,535,290,662,389
frame_0266.jpg,131,99,hand,404,293,535,392
frame_0325.jpg,172,55,hand,118,661,290,716
frame_0325.jpg,225,145,hand,645,574,870,719
frame_0325.jpg,181,138,hand,593,360,774,498
frame_0325.jpg,121,96,hand,411,315,532,411
frame_0380.jpg,108,67,hand,278,652,386,719
frame_0380.jpg,228,188,hand,699,503,927,691
frame_0380.jpg,144,103,hand,550,253,694,356
frame_0380.jpg,111,111,hand,425,245,536,356
frame_0390.jpg,331,136,hand,193,583,524,719
frame_0390.jpg,245,240,hand,698,352,943,592
frame_0390.jpg,144,95,hand,511,193,655,288
frame_0390.jpg,117,101,hand,390,196,507,297
frame_0505.jpg,469,314,hand,625,405,1094,719
frame_0505.jpg,123,89,hand,525,334,648,423
frame_0505.jpg,130,107,hand,362,335,492,442
frame_0549.jpg,109,49,hand,344,670,453,719
frame_0549.jpg,381,270,hand,553,449,934,719
frame_0549.jpg,129,92,hand,563,258,692,350
frame_0549.jpg,134,99,hand,408,278,542,377
frame_0552.jpg,113,46,hand,354,673,467,719
frame_0552.jpg,384,294,hand,546,425,930,719
frame_0552.jpg,128,98,hand,561,254,689,352
frame_0552.jpg,132,101,hand,407,281,539,382
frame_0553.jpg,113,43,hand,350,676,463,719
frame_0553.jpg,369,266,hand,560,453,929,719
frame_0553.jpg,125,84,hand,564,258,689,342
frame_0553.jpg,140,100,hand,399,279,539,379
frame_0611.jpg,152,24,hand,542,695,694,719
frame_0611.jpg,160,124,hand,492,347,652,471
frame_0611.jpg,132,99,hand,329,361,461,460
frame_0659.jpg,384,152,hand,143,566,527,718
frame_0659.jpg,479,237,hand,543,482,1022,719
frame_0659.jpg,192,136,hand,465,117,657,253
frame_0659.jpg,132,108,hand,357,153,489,261
frame_0672.jpg,250,122,hand,254,597,504,719
frame_0672.jpg,395,192,hand,570,527,965,719
frame_0672.jpg,159,109,hand,500,186,659,295
frame_0672.jpg,121,109,hand,376,201,497,310
frame_0682.jpg,251,121,hand,259,598,510,719
frame_0682.jpg,364,242,hand,535,477,899,719
frame_0682.jpg,143,106,hand,514,203,657,309
frame_0682.jpg,117,116,hand,371,208,488,324
frame_0702.jpg,182,34,hand,307,684,489,718
frame_0702.jpg,295,146,hand,549,573,844,719
frame_0702.jpg,134,92,hand,547,264,681,356
frame_0702.jpg,117,110,hand,410,258,527,368
frame_0726.jpg,258,103,hand,209,616,467,719
frame_0726.jpg,457,199,hand,319,520,776,719
frame_0726.jpg,129,93,hand,585,160,714,253
frame_0726.jpg,163,154,hand,336,135,499,289
frame_0763.jpg,353,174,hand,236,545,589,719
frame_0763.jpg,307,266,hand,499,453,806,719
frame_0763.jpg,146,98,hand,528,201,674,299
frame_0763.jpg,132,100,hand,404,222,536,322
frame_0779.jpg,234,129,hand,265,590,499,719
frame_0779.jpg,294,202,hand,553,517,847,719
frame_0779.jpg,142,104,hand,550,245,692,349
frame_0779.jpg,141,83,hand,419,277,560,360
frame_0849.jpg,98,26,hand,422,693,520,719
frame_0849.jpg,246,181,hand,751,535,997,716
frame_0849.jpg,121,112,hand,667,368,788,480
frame_0849.jpg,126,101,hand,536,349,662,450
frame_0853.jpg,172,110,hand,682,609,854,719
frame_0853.jpg,118,152,hand,734,247,852,399
frame_0853.jpg,128,109,hand,514,360,642,469
frame_0861.jpg,137,79,hand,340,640,477,719
frame_0861.jpg,204,153,hand,659,566,863,719
frame_0861.jpg,97,94,hand,755,0,852,94
frame_0861.jpg,131,97,hand,497,310,628,407
frame_0958.jpg,295,220,hand,202,499,497,719
frame_0958.jpg,175,199,hand,609,460,784,659
frame_0958.jpg,144,103,hand,589,249,733,352
frame_0958.jpg,121,109,hand,460,243,581,352
frame_0994.jpg,279,218,hand,202,501,481,719
frame_0994.jpg,283,189,hand,559,530,842,719
frame_0994.jpg,137,109,hand,541,190,678,299
frame_0994.jpg,130,99,hand,406,194,536,293
frame_1000.jpg,256,205,hand,193,514,449,719
frame_1000.jpg,272,191,hand,577,528,849,719
frame_1000.jpg,132,96,hand,543,197,675,293
frame_1000.jpg,135,100,hand,399,193,534,293
frame_1002.jpg,249,214,hand,193,505,442,719
frame_1002.jpg,283,191,hand,571,528,854,719
frame_1002.jpg,124,92,hand,557,197,681,289
frame_1002.jpg,128,99,hand,400,190,528,289
frame_1021.jpg,238,143,hand,251,576,489,719
frame_1021.jpg,290,117,hand,603,602,893,719
frame_1021.jpg,139,100,hand,591,199,730,299
frame_1021.jpg,126,84,hand,406,257,532,341
frame_1024.jpg,202,45,hand,304,674,506,719
frame_1024.jpg,97,45,hand,752,674,849,719
frame_1024.jpg,128,116,hand,632,240,760,356
frame_1024.jpg,115,83,hand,410,317,525,400
frame_1026.jpg,133,120,hand,641,297,774,417
frame_1026.jpg,125,102,hand,403,329,528,431
frame_1036.jpg,158,178,hand,566,416,724,594
frame_1036.jpg,124,112,hand,397,327,521,439
frame_1074.jpg,138,104,hand,539,321,677,425
frame_1074.jpg,127,102,hand,407,332,534,434
frame_1115.jpg,152,106,hand,550,396,702,502
frame_1115.jpg,125,121,hand,421,386,546,507
frame_1135.jpg,347,194,hand,138,524,485,718
frame_1135.jpg,382,299,hand,620,420,1002,719
frame_1135.jpg,139,98,hand,472,158,611,256
frame_1135.jpg,135,114,hand,330,158,465,272
frame_1185.jpg,352,205,hand,44,513,396,718
frame_1185.jpg,315,238,hand,468,481,783,719
frame_1185.jpg,145,104,hand,522,164,667,268
frame_1185.jpg,132,108,hand,386,164,518,272
frame_1195.jpg,314,164,hand,67,555,381,719
frame_1195.jpg,365,171,hand,445,548,810,719
frame_1195.jpg,144,98,hand,529,190,673,288
frame_1195.jpg,136,107,hand,393,192,529,299
frame_1232.jpg,273,97,hand,152,622,425,719
frame_1232.jpg,238,118,hand,536,601,774,719
frame_1232.jpg,131,96,hand,575,247,706,343
frame_1232.jpg,156,122,hand,385,303,541,425
frame_1245.jpg,260,124,hand,182,594,442,718
frame_1245.jpg,263,145,hand,566,574,829,719
frame_1245.jpg,135,96,hand,602,247,737,343
frame_1245.jpg,131,92,hand,460,267,591,359
frame_1257.jpg,342,167,hand,151,552,493,719
frame_1257.jpg,294,210,hand,522,509,816,719
frame_1257.jpg,133,96,hand,577,207,710,303
frame_1257.jpg,134,101,hand,432,217,566,318
frame_1284.jpg,204,118,hand,193,601,397,719
frame_1284.jpg,324,263,hand,623,456,947,719
frame_1284.jpg,135,99,hand,575,240,710,339
frame_1284.jpg,130,101,hand,440,251,570,352
frame_1335.jpg,401,248,hand,48,471,449,719
frame_1335.jpg,331,252,hand,549,467,880,719
frame_1335.jpg,163,139,hand,649,122,812,261
frame_1335.jpg,138,112,hand,433,151,571,263
frame_1341.jpg,388,216,hand,90,503,478,719
frame_1341.jpg,318,242,hand,534,477,852,719
frame_1341.jpg,164,182,hand,698,192,862,374
frame_1341.jpg,136,100,hand,411,179,547,279
frame_1376.jpg,359,181,hand,101,538,460,719
frame_1376.jpg,297,245,hand,552,474,849,719
frame_1376.jpg,135,114,hand,621,160,756,274
frame_1376.jpg,134,110,hand,397,192,531,302
frame_1392.jpg,368,186,hand,102,533,470,719
frame_1392.jpg,272,259,hand,593,460,865,719
frame_1392.jpg,131,125,hand,518,167,649,292
frame_1392.jpg,128,109,hand,389,194,517,303
frame_1396.jpg,384,207,hand,97,512,481,719
frame_1396.jpg,278,274,hand,630,445,908,719
frame_1396.jpg,130,107,hand,557,165,687,272
frame_1396.jpg,132,112,hand,424,178,556,290
frame_1403.jpg,327,177,hand,141,542,468,719
frame_1403.jpg,274,271,hand,600,448,874,719
frame_1403.jpg,130,97,hand,529,196,659,293
frame_1403.jpg,132,102,hand,396,211,528,313
frame_1435.jpg,312,237,hand,9,482,321,719
frame_1435.jpg,240,270,hand,659,449,899,719
frame_1435.jpg,136,113,hand,578,219,714,332
frame_1435.jpg,132,112,hand,443,222,575,334
frame_1479.jpg,316,207,hand,120,512,436,719
frame_1479.jpg,401,282,hand,542,424,943,706
frame_1479.jpg,132,95,hand,584,225,716,320
frame_1479.jpg,144,136,hand,362,167,506,303
frame_1514.jpg,188,114,hand,244,605,432,719
frame_1514.jpg,407,255,hand,547,464,954,719
frame_1514.jpg,139,100,hand,573,274,712,374
frame_1514.jpg,129,104,hand,432,278,561,382
frame_1523.jpg,255,104,hand,247,615,502,719
frame_1523.jpg,315,281,hand,646,438,961,719
frame_1523.jpg,136,99,hand,577,272,713,371
frame_1523.jpg,128,98,hand,435,275,563,373
frame_1530.jpg,237,109,hand,246,610,483,719
frame_1530.jpg,253,224,hand,638,495,891,719
frame_1530.jpg,136,106,hand,578,261,714,367
frame_1530.jpg,132,112,hand,432,265,564,377
frame_1604.jpg,312,182,hand,155,537,467,719
frame_1604.jpg,306,221,hand,528,498,834,719
frame_1604.jpg,136,137,hand,507,185,643,322
frame_1604.jpg,122,105,hand,382,226,504,331
frame_1647.jpg,370,223,hand,59,496,429,719
frame_1647.jpg,190,226,hand,623,361,813,587
frame_1647.jpg,145,103,hand,503,200,648,303
frame_1647.jpg,138,107,hand,365,204,503,311
frame_1660.jpg,348,245,hand,87,474,435,719
frame_1660.jpg,203,271,hand,724,320,927,591
frame_1660.jpg,136,93,hand,527,199,663,292
frame_1660.jpg,136,108,hand,385,201,521,309
frame_1674.jpg,245,116,hand,161,603,406,719
frame_1674.jpg,291,317,hand,610,399,901,716
frame_1674.jpg,150,96,hand,531,272,681,368
frame_1674.jpg,141,103,hand,386,292,527,395
frame_1675.jpg,241,110,hand,163,608,404,718
frame_1675.jpg,310,299,hand,602,420,912,719
frame_1675.jpg,146,92,hand,529,282,675,374
frame_1675.jpg,132,112,hand,392,299,524,411
frame_1680.jpg,244,99,hand,195,620,439,719
frame_1680.jpg,328,274,hand,605,445,933,719
frame_1680.jpg,142,98,hand,567,295,709,393
frame_1680.jpg,132,103,hand,422,314,554,417
frame_1720.jpg,547,289,hand,305,430,852,719
frame_1720.jpg,137,100,hand,538,295,675,395
frame_1720.jpg,137,110,hand,390,303,527,413
frame_1770.jpg,328,198,hand,59,521,387,719
frame_1770.jpg,339,218,hand,599,399,938,617
frame_1770.jpg,142,169,hand,635,215,777,384
frame_1770.jpg,137,114,hand,308,217,445,331
frame_1830.jpg,302,186,hand,202,533,504,719
frame_1830.jpg,233,231,hand,712,406,945,637
frame_1830.jpg,138,100,hand,553,228,691,328
frame_1830.jpg,130,109,hand,413,240,543,349
frame_1832.jpg,312,210,hand,187,509,499,719
frame_1832.jpg,216,215,hand,710,379,926,594
frame_1832.jpg,143,106,hand,545,214,688,320
frame_1832.jpg,134,106,hand,411,218,545,324
frame_1837.jpg,341,241,hand,145,478,486,719
frame_1837.jpg,217,183,hand,706,350,923,533
frame_1837.jpg,151,123,hand,541,158,692,281
frame_1837.jpg,134,109,hand,390,181,524,290
frame_1850.jpg,299,174,hand,154,545,453,719
frame_1850.jpg,218,294,hand,713,236,931,530
frame_1850.jpg,153,114,hand,578,222,731,336
frame_1850.jpg,140,113,hand,353,228,493,341
frame_1880.jpg,279,174,hand,204,545,483,719
frame_1880.jpg,430,257,hand,624,292,1054,549
frame_1880.jpg,144,111,hand,641,267,785,378
